--- RAPPORT DE MIGRATION DU 2026-01-10 14:25:21.649251 ---
Total à traiter : 98

ID    | ANCIEN CHEMIN LOCAL                                          | NOUVELLE URL CLOUDINARY
217   | storage/media/images/img19AxialT1.jpeg                       | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051547/sti_medical_expert/radiology/img_217_img19AxialT1.jpg
218   | storage/media/images/img19T1Cplus.jpeg                       | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051548/sti_medical_expert/radiology/img_218_img19T1Cplus.jpg
219   | storage/media/images/img21CoronalCplusPortal.jpg             | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051549/sti_medical_expert/radiology/img_219_img21CoronalCplusPortal.jpg
220   | storage/media/images/img23.jpeg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051550/sti_medical_expert/radiology/img_220_img23.jpg
221   | storage/media/images/img24*.jpeg                             | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051551/sti_medical_expert/radiology/img_221_img24%2A.jpg
222   | storage/media/images/img25frontal.jpg                        | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051552/sti_medical_expert/radiology/img_222_img25frontal.jpg
223   | storage/media/images/img25lateral.jpg                        | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051553/sti_medical_expert/radiology/img_223_img25lateral.jpg
224   | storage/media/images/img25Hltrasong2.jpeg                    | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051554/sti_medical_expert/radiology/img_224_img25Hltrasong2.jpg
225   | storage/media/images/img25UltraSong.jpeg                     | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051555/sti_medical_expert/radiology/img_225_img25UltraSong.jpg
226   | storage/media/images/right-hip-tuberculosis-septic-arthritis-and-osteomyelitis.jpg | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051556/sti_medical_expert/radiology/img_226_right-hip-tuberculosis-septic-arthritis-and-osteomyelitis.jpg
227   | storage/media/images/img26AxialCplusPortalVenous.jpg         | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051557/sti_medical_expert/radiology/img_227_img26AxialCplusPortalVenous.jpg
228   | storage/media/images/img26CplusPortal_Venous.jpg             | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051558/sti_medical_expert/radiology/img_228_img26CplusPortal_Venous.jpg
229   | storage/media/images/img28AxialContrast.jpeg                 | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051559/sti_medical_expert/radiology/img_229_img28AxialContrast.jpg
230   | storage/media/images/img28AxialCplusPhase.jpeg               | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051560/sti_medical_expert/radiology/img_230_img28AxialCplusPhase.jpg
231   | storage/media/images/img28CoronalCplusphase.jpeg             | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051561/sti_medical_expert/radiology/img_231_img28CoronalCplusphase.jpg
232   | storage/media/images/img29.jpg                               | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051562/sti_medical_expert/radiology/img_232_img29.jpg
233   | storage/media/images/img34.jpg                               | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051563/sti_medical_expert/radiology/img_233_img34.jpg
234   | storage/media/images/img37coronalT1Plus.jpg                  | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051564/sti_medical_expert/radiology/img_234_img37coronalT1Plus.jpg
235   | storage/media/images/img39.jpg                               | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051565/sti_medical_expert/radiology/img_235_img39.jpg
236   | storage/media/images/img40frontal.png                        | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051567/sti_medical_expert/radiology/img_236_img40frontal.png
237   | storage/media/images/img40lateral.png                        | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051568/sti_medical_expert/radiology/img_237_img40lateral.png
238   | storage/media/images/img43AxialDWI.jpg                       | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051569/sti_medical_expert/radiology/img_238_img43AxialDWI.jpg
239   | storage/media/images/img43coronaT2.jpg                       | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051570/sti_medical_expert/radiology/img_239_img43coronaT2.jpg
240   | storage/media/images/img44.jpeg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051572/sti_medical_expert/radiology/img_240_img44.jpg
241   | storage/media/images/img48.jpeg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051573/sti_medical_expert/radiology/img_241_img48.jpg
242   | storage/media/images/img49AxialCplusportalVenous.jpg         | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051575/sti_medical_expert/radiology/img_242_img49AxialCplusportalVenous.jpg
243   | storage/media/images/img50AxialCPlus.png                     | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051577/sti_medical_expert/radiology/img_243_img50AxialCPlus.png
244   | storage/media/images/img50AxialNonContrast.png               | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051579/sti_medical_expert/radiology/img_244_img50AxialNonContrast.png
245   | storage/media/images/img50CoronalCPlusArterial.png           | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051580/sti_medical_expert/radiology/img_245_img50CoronalCPlusArterial.png
246   | storage/media/images/img52.jpeg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051581/sti_medical_expert/radiology/img_246_img52.jpg
247   | storage/media/images/img55sagittalBonneWindow.jpeg           | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051582/sti_medical_expert/radiology/img_247_img55sagittalBonneWindow.jpg
248   | storage/media/images/img56AxialCPlus.jpeg                    | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051582/sti_medical_expert/radiology/img_248_img56AxialCPlus.jpg
249   | storage/media/images/img56CoronalCPlus.jpeg                  | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051584/sti_medical_expert/radiology/img_249_img56CoronalCPlus.jpg
250   | storage/media/images/img56SagitalCPlus.png                   | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051585/sti_medical_expert/radiology/img_250_img56SagitalCPlus.png
251   | storage/media/images/img57.jpeg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051586/sti_medical_expert/radiology/img_251_img57.jpg
252   | storage/media/images/img58.jpeg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051587/sti_medical_expert/radiology/img_252_img58.jpg
253   | storage/media/images/img59frontal.jpg                        | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051588/sti_medical_expert/radiology/img_253_img59frontal.jpg
254   | storage/media/images/img59lateral.jpg                        | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051589/sti_medical_expert/radiology/img_254_img59lateral.jpg
255   | storage/media/images/img60AxialNonContrast.png               | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051590/sti_medical_expert/radiology/img_255_img60AxialNonContrast.png
256   | storage/media/images/img60CoronalNonContrast.png             | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051592/sti_medical_expert/radiology/img_256_img60CoronalNonContrast.png
257   | storage/media/images/img62.jpeg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051593/sti_medical_expert/radiology/img_257_img62.jpg
258   | storage/media/images/img63.jpg                               | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051594/sti_medical_expert/radiology/img_258_img63.jpg
259   | storage/media/images/img64CoronaCPlus.jpg                    | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051595/sti_medical_expert/radiology/img_259_img64CoronaCPlus.jpg
260   | storage/media/images/img69.jpeg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051596/sti_medical_expert/radiology/img_260_img69.jpg
261   | storage/media/images/img76.jpeg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051596/sti_medical_expert/radiology/img_261_img76.jpg
262   | storage/media/images/img89AxialCPlusPortal.jpg               | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051598/sti_medical_expert/radiology/img_262_img89AxialCPlusPortal.jpg
263   | storage/media/images/img89AxialInject.jpg                    | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051599/sti_medical_expert/radiology/img_263_img89AxialInject.jpg
264   | storage/media/images/img92.jpg                               | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051601/sti_medical_expert/radiology/img_264_img92.jpg
265   | storage/media/images/img93SLAX.png                           | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051602/sti_medical_expert/radiology/img_265_img93SLAX.png
266   | storage/media/images/img93PSAXmitral.png                     | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051603/sti_medical_expert/radiology/img_266_img93PSAXmitral.png
267   | storage/media/images/img94.jpg                               | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051604/sti_medical_expert/radiology/img_267_img94.jpg
268   | storage/media/images/img99.jpeg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051605/sti_medical_expert/radiology/img_268_img99.jpg
269   | storage/media/images/img100.jpg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051606/sti_medical_expert/radiology/img_269_img100.jpg
270   | storage/media/images/img101.jpg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051607/sti_medical_expert/radiology/img_270_img101.jpg
271   | storage/media/images/img102frontal.jpeg                      | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051608/sti_medical_expert/radiology/img_271_img102frontal.jpg
272   | storage/media/images/img102lateral.jpeg                      | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051609/sti_medical_expert/radiology/img_272_img102lateral.jpg
273   | storage/media/images/img103frontal.jpg                       | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051610/sti_medical_expert/radiology/img_273_img103frontal.jpg
274   | storage/media/images/img103lateral.jpg                       | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051611/sti_medical_expert/radiology/img_274_img103lateral.jpg
275   | storage/media/images/img106.jpg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051612/sti_medical_expert/radiology/img_275_img106.jpg
276   | storage/media/images/img119.jpg                              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051613/sti_medical_expert/radiology/img_276_img119.jpg
277   | storage/media/images/img107axialCPlus.jpg                    | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051614/sti_medical_expert/radiology/img_277_img107axialCPlus.jpg
278   | storage/media/images/img107Coronal.jpg                       | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051615/sti_medical_expert/radiology/img_278_img107Coronal.jpg
279   | storage/media/images/img120.jpeg                             | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051617/sti_medical_expert/radiology/img_279_img120.jpg
280   | storage/media/images/img120Radio.jpeg                        | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051618/sti_medical_expert/radiology/img_280_img120Radio.jpg
281   | storage/media/images/img109.jpeg                             | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051619/sti_medical_expert/radiology/img_281_img109.jpg
282   | storage/media/images/img110coronal.jpg                       | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051620/sti_medical_expert/radiology/img_282_img110coronal.jpg
283   | storage/media/images/img110sagittal.jpg                      | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051621/sti_medical_expert/radiology/img_283_img110sagittal.jpg
284   | storage/media/images/img111frontal.png                       | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051623/sti_medical_expert/radiology/img_284_img111frontal.png
285   | storage/media/images/img111lateral.png                       | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051625/sti_medical_expert/radiology/img_285_img111lateral.png
286   | storage/media/images/img112.jpeg                             | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051626/sti_medical_expert/radiology/img_286_img112.jpg
287   | storage/media/images/img114AxialNonContrast.png              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051627/sti_medical_expert/radiology/img_287_img114AxialNonContrast.png
288   | storage/media/images/img114CoronalNonContrast.jpg            | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051628/sti_medical_expert/radiology/img_288_img114CoronalNonContrast.png
289   | storage/media/images/img114SagitalNonContrast.png            | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051629/sti_medical_expert/radiology/img_289_img114SagitalNonContrast.png
290   | storage/media/images/img117AxialNoncontrast.png              | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051630/sti_medical_expert/radiology/img_290_img117AxialNoncontrast.png
291   | storage/media/images/img117CoronalNonContrast.png            | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051631/sti_medical_expert/radiology/img_291_img117CoronalNonContrast.png
292   | storage/media/images/img121.jpeg                             | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051632/sti_medical_expert/radiology/img_292_img121.jpg
293   | storage/media/images/img129.jpeg                             | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051633/sti_medical_expert/radiology/img_293_img129.jpg
294   | storage/media/images/CoronalCPlusVenous.jpg                  | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051635/sti_medical_expert/radiology/img_294_CoronalCPlusVenous.jpg
295   | storage/media/images/imgAxialLung.jpg                        | https://res.cloudinary.com/dqwzecrof/image/upload/v1768051637/sti_medical_expert/radiology/img_295_imgAxialLung.jpg

------------------------------------------------------------------------------------------------------------------------------------------------------
RÉSUMÉ : Succès 98 / Erreurs 0
